Date,Country,Population,Total Tests,Total Cases,Total Deaths,Total Recovered,Serious or Critical,Active Cases
23-04-2020,Saint Martin,38585,,38,2,19,3,17
23-04-2020,Eritrea,3540444,,39,,6,,33
23-04-2020,Nicaragua,6615040,,11,3,7,,1
23-04-2020,Antigua and Barbuda,97833,108,24,3,10,1,11
23-04-2020,Botswana,2345678,4432,22,1,,,21
23-04-2020,Gambia,2407856,316,10,1,2,,7
23-04-2020,Timor-Leste,1315315,322,23,,1,,22
23-04-2020,Grenada,112462,92,15,,6,4,9
23-04-2020,Bhutan,770586,8953,7,,3,,4
23-04-2020,Laos,7262665,1461,19,,4,,15
23-04-2020,Belize,396732,816,18,2,5,1,11
23-04-2020,Fiji,895677,,18,,8,,10
23-04-2020,New Caledonia,285170,3772,18,,17,1,1
23-04-2020,Saint Lucia,183529,364,15,,15,,0
23-04-2020,St. Vincent Grenadines,110899,99,13,,3,,10
23-04-2020,Curaçao,164015,304,14,1,11,,2
23-04-2020,Dominica,71965,377,16,,9,,7
23-04-2020,Namibia,2535193,524,16,,7,,9
23-04-2020,Saint Kitts and Nevis,53155,257,15,,1,,14
23-04-2020,Falkland Islands,3467,337,12,,11,,1
23-04-2020,Turks and Caicos,38653,83,11,1,4,,6
23-04-2020,Vatican City,801,,9,,2,,7
23-04-2020,Comoros,867268,,,,,,
23-04-2020,Montserrat,4992,36,11,,2,1,9
23-04-2020,Suriname,586006,404,10,1,6,,3
23-04-2020,Greenland,56759,1150,11,,11,,0
23-04-2020,Seychelles,98275,,11,,6,,5
23-04-2020,British Virgin Islands,30207,,5,1,3,,1
23-04-2020,Papua New Guinea,8925907,604,8,,,,8
23-04-2020,Caribbean Netherlands,26194,110,5,,,,5
23-04-2020,St. Barth,9874,,6,,6,,0
23-04-2020,Western Sahara,595462,,6,,5,,1
23-04-2020,Anguilla,14987,,3,,1,,2
23-04-2020,Lesotho,2140235,,,,,,
23-04-2020,Saint Pierre Miquelon,5797,,1,,,,1
24-04-2020,USA,330774664,5015602,925038,52185,110432,15097,762421
24-04-2020,Russia,145927292,2550000,68622,615,5568,2300,62439
24-04-2020,Spain,46752703,930230,219764,22524,92355,7705,104885
24-04-2020,Brazil,212380932,291922,52995,3670,27655,8318,21670
24-04-2020,UK,67844241,612031,143464,19506,,1559,123614
24-04-2020,Italy,60471924,1642356,192994,25969,60498,2173,106527
24-04-2020,France,65256826,463662,159828,22245,43493,4870,94090
24-04-2020,Germany,83752855,2072669,154999,5760,106800,2908,42439
24-04-2020,Turkey,84230075,830257,104912,2600,21737,1790,80575
24-04-2020,Iran,83862642,399927,88194,5574,66599,3121,16021
24-04-2020,India,1378381772,541789,24447,780,5496,,18171
24-04-2020,Peru,32915899,198349,21648,634,7496,505,13518
24-04-2020,China,1439323776,,82804,4632,77257,57,915
24-04-2020,Canada,37702769,660108,43888,2302,15469,557,26117
24-04-2020,Saudi Arabia,34747330,200000,15102,127,2049,93,12926
24-04-2020,Belgium,11583739,189067,44293,6679,10122,970,27492
24-04-2020,Mexico,128770253,51297,11633,1069,2627,378,7937
24-04-2020,Chile,19096687,142267,12306,174,6327,408,5805
24-04-2020,Netherlands,17130492,187000,36535,4289,,963,31996
24-04-2020,Pakistan,220356788,138147,11940,253,2755,111,8932
24-04-2020,Qatar,2875047,75888,8525,10,809,72,7706
24-04-2020,Ecuador,17610231,56513,22719,576,1366,127,20777
24-04-2020,Switzerland,8647139,235252,28677,1589,21000,386,6088
24-04-2020,Belarus,9449678,130824,8773,63,1120,92,7590
24-04-2020,Sweden,10091856,94500,17567,2152,550,547,14865
24-04-2020,Portugal,10200063,315758,22797,854,1228,188,20715
24-04-2020,Singapore,5844888,94796,12075,12,956,26,11107
24-04-2020,Ireland,4931150,111584,18184,1014,9233,142,7937
24-04-2020,UAE,9875965,790000,9281,64,1760,1,7457
24-04-2020,Bangladesh,164493041,39476,4689,131,112,1,4446
24-04-2020,Poland,37851327,265201,10892,494,1944,160,8454
24-04-2020,Ukraine,43762985,77752,7647,193,601,45,6853
24-04-2020,Indonesia,273176544,64054,8211,689,1002,,6520
24-04-2020,Romania,19251921,121602,10417,567,2817,241,7033
24-04-2020,Israel,8638917,302691,15058,194,6003,137,8861
24-04-2020,South Africa,59218133,152390,4220,79,1473,36,2668
24-04-2020,Japan,126520115,141600,12712,345,1530,263,10837
24-04-2020,Colombia,50817787,78078,4881,225,1003,117,3653
24-04-2020,Austria,9000366,212686,15071,530,11872,156,2669
24-04-2020,Kuwait,4262847,,2614,15,613,60,1986
24-04-2020,Egypt,102094004,90000,4092,294,1075,,2723
24-04-2020,Dominican Republic,10834889,18261,5749,267,763,135,4719
24-04-2020,Philippines,109403890,76956,7192,477,762,1,5953
24-04-2020,S. Korea,51264120,589520,10708,240,8501,55,1967
24-04-2020,Denmark,5789832,125329,8210,403,5526,69,2281
24-04-2020,Serbia,8741321,54887,7483,144,1094,96,6245
24-04-2020,Panama,4306425,23534,5166,146,271,86,4749
24-04-2020,Czechia,10706690,203622,7273,214,2371,76,4688
24-04-2020,Argentina,45146322,44654,3607,176,976,123,2455
24-04-2020,Norway,5416217,155125,7463,199,32,53,7232
24-04-2020,Algeria,43752773,6500,3127,415,1408,40,1304
24-04-2020,Bahrain,1693667,107273,2518,8,1113,1,1397
24-04-2020,Afghanistan,38817349,6422,1351,43,188,7,1120
24-04-2020,Australia,25464216,482371,6675,79,5136,43,1460
24-04-2020,Morocco,36857758,23933,3758,158,486,1,3114
24-04-2020,Malaysia,32315733,121722,5691,96,3663,41,1932
24-04-2020,Kazakhstan,18749587,153492,2416,25,604,29,1787
24-04-2020,Finland,5539729,74500,4395,177,2500,61,1718
24-04-2020,Nigeria,205486161,10061,1095,32,208,2,855
24-04-2020,Moldova,4035024,11763,3110,84,755,212,2271
24-04-2020,Ghana,30991423,88188,1279,10,134,4,1135
24-04-2020,Oman,5089968,,1790,10,325,3,1455
24-04-2020,Armenia,2962604,16552,1596,27,728,10,841
24-04-2020,Bolivia,11653648,4995,703,43,44,3,616
24-04-2020,Luxembourg,624724,37782,3695,85,3007,25,603
24-04-2020,Iraq,40108260,67293,1708,86,1204,,418
24-04-2020,Hungary,9663123,58251,2383,250,401,61,1732
24-04-2020,Cameroon,26461313,,1430,43,668,20,719
24-04-2020,Azerbaijan,10128288,114410,1592,21,1013,14,558
24-04-2020,Thailand,69779718,142589,2854,50,2490,61,314
24-04-2020,Greece,10428746,61407,2490,130,577,48,1783
24-04-2020,Guinea,13086759,,954,6,191,,757
24-04-2020,Uzbekistan,33409960,210000,1804,8,621,8,1175
24-04-2020,Honduras,9885245,3107,562,47,50,10,465
24-04-2020,Sudan,43719159,,174,16,14,,144
24-04-2020,Senegal,16687100,466,545,7,262,1,276
24-04-2020,Bosnia and Herzegovina,3283087,21432,1421,55,538,4,828
24-04-2020,Bulgaria,6954222,27000,1188,54,193,37,941
24-04-2020,Croatia,4108081,30213,2009,51,982,19,976
24-04-2020,Ivory Coast,26294743,,1077,14,419,,644
24-04-2020,Guatemala,17874358,7200,384,11,30,5,343
24-04-2020,Cuba,11327404,36134,1285,49,416,11,820
24-04-2020,North Macedonia,2083384,13649,1326,57,337,14,932
24-04-2020,Iceland,340982,45286,1789,10,1542,5,237
24-04-2020,Estonia,1326433,46281,1605,46,206,6,1353
24-04-2020,Tajikistan,9510530,,,,,,
24-04-2020,Lithuania,2726360,90992,1410,40,430,17,940
24-04-2020,DRC,89204344,,394,25,48,,321
24-04-2020,Djibouti,986245,11090,999,2,330,,667
24-04-2020,New Zealand,4817585,108238,1456,17,1095,1,344
24-04-2020,Slovakia,5459339,61261,1360,17,355,8,988
24-04-2020,Slovenia,2078905,45703,1373,80,211,23,1082
24-04-2020,Somalia,15835721,,328,16,8,2,304
24-04-2020,Gabon,2219053,572,172,3,26,1,143
24-04-2020,El Salvador,6482375,16418,261,8,72,2,181
24-04-2020,Mayotte,271976,2200,354,4,144,4,206
24-04-2020,Kyrgyzstan,6510930,39615,656,8,322,11,326
24-04-2020,Maldives,539365,5296,129,,16,2,113
24-04-2020,Hong Kong,7489763,131786,1036,4,725,7,307
24-04-2020,Tunisia,11803787,19849,922,38,194,20,690
24-04-2020,Guinea-Bissau,1962083,1500,52,,3,,49
24-04-2020,Latvia,1888464,43080,784,12,267,6,505
24-04-2020,Sri Lanka,21402783,13142,417,7,109,2,301
24-04-2020,Albania,2878155,6768,678,27,394,4,257
24-04-2020,Lebanon,6828869,25337,696,22,140,46,534
24-04-2020,Cyprus,1206320,43542,804,14,98,15,692
24-04-2020,Kenya,53621669,16738,336,14,94,2,228
24-04-2020,Niger,24088734,4832,681,24,289,,368
24-04-2020,Mali,20174887,2172,325,21,87,,217
24-04-2020,Costa Rica,5088572,12342,687,6,216,7,465
24-04-2020,Burkina Faso,20829100,,629,41,425,,163
24-04-2020,Paraguay,7121943,6917,220,9,70,1,141
24-04-2020,Andorra,77251,1673,731,40,344,17,347
24-04-2020,Zambia,18317156,2586,84,3,37,1,44
24-04-2020,Uruguay,3472331,15834,563,12,369,9,182
24-04-2020,Equatorial Guinea,1396874,854,214,1,7,,206
24-04-2020,Georgia,3990035,8375,444,5,132,6,307
24-04-2020,San Marino,33923,1929,513,40,64,3,409
24-04-2020,Jordan,10191015,61608,441,7,326,5,108
24-04-2020,Venezuela,28445034,394125,318,10,132,4,176
24-04-2020,Malta,441407,27422,447,3,223,2,221
24-04-2020,Channel Islands,173672,3320,523,34,295,,194
24-04-2020,Haiti,11385726,690,72,5,2,,65
24-04-2020,Jamaica,2959659,2213,257,7,28,,222
24-04-2020,Chad,16364523,,40,,8,,32
24-04-2020,Sierra Leone,7956645,,82,2,10,,70
24-04-2020,Tanzania,59512999,,284,10,48,7,226
24-04-2020,Réunion,894557,,412,,300,2,112
24-04-2020,Taiwan,23811805,59026,428,6,264,,158
24-04-2020,Congo,5500730,,200,6,19,,175
24-04-2020,Palestine,5086351,27000,484,4,92,,388
24-04-2020,Nepal,29071791,9408,49,,10,,39
24-04-2020,Ethiopia,114599417,11669,117,3,25,,89
24-04-2020,Benin,12082333,,54,1,27,,26
24-04-2020,Isle of Man,84980,2751,308,18,230,20,60
24-04-2020,Mauritius,1271525,13374,331,9,285,3,37
24-04-2020,Togo,8254058,4733,90,6,59,,25
24-04-2020,Cabo Verde,555261,,88,1,1,,86
24-04-2020,CAR,4819377,,16,,10,,6
24-04-2020,Montenegro,628057,5085,319,6,123,7,190
24-04-2020,Vietnam,97234232,206253,270,,220,8,50
24-04-2020,Madagascar,27599599,2357,122,,61,1,61
24-04-2020,Rwanda,12911155,6959,176,,87,,89
24-04-2020,South Sudan,11177895,,5,,,,5
24-04-2020,Uganda,45550580,18921,75,,46,,29
24-04-2020,Sao Tome and Principe,218653,19,4,,,,4
24-04-2020,Liberia,5042565,,117,8,25,,84
24-04-2020,French Guiana,297687,,111,1,87,,23
24-04-2020,Eswatini,1158724,714,36,1,10,,25
24-04-2020,Martinique,375298,,170,14,77,6,79
24-04-2020,Myanmar,54366792,5775,144,5,9,,130
24-04-2020,Faeroe Islands,48841,6458,187,,178,,9
24-04-2020,Guadeloupe,400116,,149,12,82,11,55
24-04-2020,Gibraltar,33692,2105,133,,131,,2
24-04-2020,Mozambique,31141818,1439,65,,12,,53
24-04-2020,Brunei,436979,12770,138,1,120,2,17
24-04-2020,Mongolia,3271795,7234,36,,9,,27
24-04-2020,Yemen,29742981,120,1,,1,,0
24-04-2020,Bermuda,62304,949,99,5,39,10,55
24-04-2020,Guyana,786108,375,73,7,12,5,54
24-04-2020,Cambodia,16690788,5768,122,,117,1,5
24-04-2020,Trinidad and Tobago,1398962,1480,115,8,48,,59
24-04-2020,Aruba,106713,1577,100,2,69,4,29
24-04-2020,Monaco,39209,,94,4,41,2,49
24-04-2020,Bahamas,392795,,73,11,15,1,47
24-04-2020,Cayman Islands,65629,940,70,1,8,3,61
24-04-2020,Barbados,287335,1327,77,6,31,4,40
24-04-2020,Liechtenstein,38115,900,81,1,55,,25
24-04-2020,Mauritania,4633922,1032,7,1,6,,0
24-04-2020,Sint Maarten,42817,266,73,12,22,8,39
24-04-2020,Malawi,19066433,566,33,3,4,1,26
24-04-2020,Libya,6859926,1337,61,2,18,,41
24-04-2020,French Polynesia,280717,2069,57,,41,1,16
24-04-2020,Syria,17446406,,42,3,6,,33
24-04-2020,Angola,32731783,,25,2,6,,17
24-04-2020,Zimbabwe,14836491,5450,29,4,2,,23
24-04-2020,Macao,648258,,45,,27,1,18
24-04-2020,Burundi,11844472,284,11,1,4,,6
24-04-2020,Saint Martin,38585,,38,3,24,3,11
24-04-2020,Eritrea,3540444,,39,,11,,28
24-04-2020,Nicaragua,6615040,,11,3,7,,1
24-04-2020,Antigua and Barbuda,97833,113,24,3,11,1,10
24-04-2020,Botswana,2345678,5023,22,1,,,21
24-04-2020,Gambia,2407856,401,10,1,8,,1
24-04-2020,Timor-Leste,1315315,322,24,,2,,22
24-04-2020,Grenada,112462,92,15,,7,4,8
24-04-2020,Bhutan,770586,8953,7,,3,,4
24-04-2020,Laos,7262665,1611,19,,4,,15
24-04-2020,Belize,396732,816,18,2,5,1,11
24-04-2020,Fiji,895677,900,18,,10,,8
24-04-2020,New Caledonia,285170,3952,18,,17,1,1
24-04-2020,Saint Lucia,183529,364,15,,15,,0
24-04-2020,St. Vincent Grenadines,110899,108,14,,5,,9
24-04-2020,Curaçao,164015,304,16,1,11,,4
24-04-2020,Dominica,71965,383,16,,10,,6
24-04-2020,Namibia,2535193,590,16,,7,,9
24-04-2020,Saint Kitts and Nevis,53155,260,15,,2,,13
24-04-2020,Falkland Islands,3467,337,12,,11,,1
24-04-2020,Turks and Caicos,38653,83,11,1,4,,6
24-04-2020,Vatican City,801,,9,,2,,7
24-04-2020,Comoros,867268,,,,,,
24-04-2020,Montserrat,4992,36,11,,2,1,9
24-04-2020,Suriname,586006,404,10,1,7,,2
24-04-2020,Greenland,56759,1150,11,,11,,0
24-04-2020,Seychelles,98275,,11,,6,,5
24-04-2020,British Virgin Islands,30207,,5,1,3,,1
24-04-2020,Papua New Guinea,8925907,604,8,,,,8
24-04-2020,Caribbean Netherlands,26194,110,5,,,,5
24-04-2020,St. Barth,9874,,6,,6,,0
24-04-2020,Western Sahara,595462,,6,,5,,1
24-04-2020,Anguilla,14987,,3,,1,,2
24-04-2020,Lesotho,2140235,,,,,,
24-04-2020,Saint Pierre Miquelon,5797,,1,,,,1
25-04-2020,USA,330774664,5279237,960651,54256,118162,15110,788233
25-04-2020,Russia,145927292,2721500,74588,681,6250,2300,67657
25-04-2020,Spain,46752703,930230,223759,22902,95708,7705,105149
25-04-2020,Brazil,212380932,291922,59196,4045,29160,8318,25991
25-04-2020,UK,67844241,640792,148377,20319,,1559,127714
25-04-2020,Italy,60471924,1707743,195351,26384,63120,2102,105847
25-04-2020,France,65256826,463662,161488,22614,44594,4725,94280
25-04-2020,Germany,83752855,2072669,156513,5877,109800,2908,40836
25-04-2020,Turkey,84230075,868565,107773,2706,25582,1782,79485
25-04-2020,Iran,83862642,410075,89328,5650,68193,3096,15485
25-04-2020,India,1378381772,579957,26283,825,5939,,19519
25-04-2020,Peru,32915899,218195,25331,700,7797,545,16834
25-04-2020,China,1439323776,,82816,4632,77346,49,838
25-04-2020,Canada,37702769,684271,45354,2465,16425,557,26464
25-04-2020,Saudi Arabia,34747330,200000,16299,136,2215,115,13948
25-04-2020,Belgium,11583739,189067,45325,6917,10417,934,27991
25-04-2020,Mexico,128770253,51297,12872,1221,7149,378,4502
25-04-2020,Chile,19096687,149212,12858,181,6746,418,5931
25-04-2020,Netherlands,17130492,193950,37190,4409,,959,32531
25-04-2020,Pakistan,220356788,144365,12723,269,2866,111,9588
25-04-2020,Qatar,2875047,79705,9358,10,929,72,8419
25-04-2020,Ecuador,17610231,56513,22719,576,1366,127,20777
25-04-2020,Switzerland,8647139,245300,28894,1599,21300,204,5995
25-04-2020,Belarus,9449678,139295,9590,67,1573,92,7950
25-04-2020,Sweden,10091856,94500,18177,2192,1005,547,14980
25-04-2020,Portugal,10200063,330512,23392,880,1277,186,21235
25-04-2020,Singapore,5844888,121774,12693,12,1002,24,11679
25-04-2020,Ireland,4931150,127319,18561,1063,9233,142,8265
25-04-2020,UAE,9875965,1022326,9813,71,1887,1,7855
25-04-2020,Bangladesh,164493041,43113,4998,140,113,1,4745
25-04-2020,Poland,37851327,278994,11273,524,2126,160,8623
25-04-2020,Ukraine,43762985,83577,8125,201,782,104,7142
25-04-2020,Indonesia,273176544,67828,8607,720,1042,,6845
25-04-2020,Romania,19251921,126645,10635,601,2890,235,7144
25-04-2020,Israel,8638917,302691,15298,199,6435,127,8664
25-04-2020,South Africa,59218133,161004,4361,86,1473,36,2802
25-04-2020,Japan,126520115,147454,13231,360,1656,287,11215
25-04-2020,Colombia,50817787,78078,5142,233,1067,117,3842
25-04-2020,Austria,9000366,221098,15148,536,12103,148,2509
25-04-2020,Kuwait,4262847,,2892,19,656,58,2217
25-04-2020,Egypt,102094004,90000,4319,307,1114,,2898
25-04-2020,Dominican Republic,10834889,21284,5926,273,822,136,4831
25-04-2020,Philippines,109403890,81292,7294,494,792,1,6008
25-04-2020,S. Korea,51264120,595161,10718,240,8635,55,1843
25-04-2020,Denmark,5789832,136738,8445,418,5669,70,2358
25-04-2020,Serbia,8741321,59938,7779,151,1152,91,6476
25-04-2020,Panama,4306425,24304,5338,154,319,87,4865
25-04-2020,Czechia,10706690,210705,7352,218,2453,71,4681
25-04-2020,Argentina,45146322,47406,3780,185,1030,144,2565
25-04-2020,Norway,5416217,155125,7493,201,32,50,7260
25-04-2020,Algeria,43752773,6500,3256,419,1479,40,1358
25-04-2020,Bahrain,1693667,110379,2588,8,1160,2,1420
25-04-2020,Afghanistan,38817349,7425,1463,47,188,7,1228
25-04-2020,Australia,25464216,494257,6695,80,5372,43,1243
25-04-2020,Morocco,36857758,25443,3897,159,537,1,3201
25-04-2020,Malaysia,32315733,126970,5742,98,3762,36,1882
25-04-2020,Kazakhstan,18749587,180502,2601,25,646,31,1930
25-04-2020,Finland,5539729,77800,4475,186,2500,60,1789
25-04-2020,Nigeria,205486161,10061,1182,35,222,2,925
25-04-2020,Moldova,4035024,11763,3304,94,825,212,2385
25-04-2020,Ghana,30991423,88188,1279,10,134,4,1135
25-04-2020,Oman,5089968,,1905,10,329,3,1566
25-04-2020,Armenia,2962604,17342,1677,28,803,10,846
25-04-2020,Bolivia,11653648,4995,807,44,54,3,709
25-04-2020,Luxembourg,624724,38514,3711,85,3088,26,538
25-04-2020,Iraq,40108260,68224,1763,86,1224,,453
25-04-2020,Hungary,9663123,60801,2443,262,458,61,1723
25-04-2020,Cameroon,26461313,,1518,53,697,28,768
25-04-2020,Azerbaijan,10128288,120479,1617,21,1080,15,516
25-04-2020,Thailand,69779718,142589,2907,51,2547,61,309
25-04-2020,Greece,10428746,63087,2506,130,577,47,1799
25-04-2020,Guinea,13086759,,996,7,208,,781
25-04-2020,Uzbekistan,33409960,210000,1862,8,707,8,1147
25-04-2020,Honduras,9885245,3457,591,55,58,10,478
25-04-2020,Sudan,43719159,,213,17,19,,177
25-04-2020,Senegal,16687100,466,614,7,276,1,331
25-04-2020,Bosnia and Herzegovina,3283087,24676,1486,57,592,4,837
25-04-2020,Bulgaria,6954222,27000,1247,55,197,37,995
25-04-2020,Croatia,4108081,30913,2016,54,1034,21,928
25-04-2020,Ivory Coast,26294743,,1077,14,419,,644
25-04-2020,Guatemala,17874358,7200,430,11,30,5,389
25-04-2020,Cuba,11327404,37991,1337,51,437,11,849
25-04-2020,North Macedonia,2083384,14758,1367,59,374,14,934
25-04-2020,Iceland,340982,45971,1790,10,1570,4,210
25-04-2020,Estonia,1326433,47331,1635,46,228,6,1361
25-04-2020,Tajikistan,9510530,,,,,,
25-04-2020,Lithuania,2726360,98948,1426,41,460,17,925
25-04-2020,DRC,89204344,,416,28,49,,339
25-04-2020,Djibouti,986245,11431,1008,2,373,,633
25-04-2020,New Zealand,4817585,115015,1461,18,1118,1,325
25-04-2020,Slovakia,5459339,66089,1373,17,386,7,970
25-04-2020,Slovenia,2078905,48179,1388,81,219,23,1088
25-04-2020,Somalia,15835721,,390,18,8,2,364
25-04-2020,Gabon,2219053,572,176,3,30,1,143
25-04-2020,El Salvador,6482375,17423,274,8,75,2,191
25-04-2020,Mayotte,271976,2200,380,4,144,4,232
25-04-2020,Kyrgyzstan,6510930,39615,665,8,345,11,312
25-04-2020,Maldives,539365,5296,177,,17,2,160
25-04-2020,Hong Kong,7489763,145640,1038,4,753,4,281
25-04-2020,Tunisia,11803787,20408,939,38,207,19,694
25-04-2020,Guinea-Bissau,1962083,1500,52,,3,,49
25-04-2020,Latvia,1888464,45743,804,12,267,6,525
25-04-2020,Sri Lanka,21402783,13850,452,7,118,2,327
25-04-2020,Albania,2878155,7015,712,27,403,4,282
25-04-2020,Lebanon,6828869,26467,704,24,143,44,537
25-04-2020,Cyprus,1206320,43542,810,14,148,15,648
25-04-2020,Kenya,53621669,17492,343,14,98,2,231
25-04-2020,Niger,24088734,5013,684,27,325,,332
25-04-2020,Mali,20174887,2172,370,21,91,,258
25-04-2020,Costa Rica,5088572,12467,693,6,242,7,445
25-04-2020,Burkina Faso,20829100,,629,41,442,,146
25-04-2020,Paraguay,7121943,7322,223,9,78,1,136
25-04-2020,Andorra,77251,1673,738,40,344,17,354
25-04-2020,Zambia,18317156,2586,84,3,37,1,44
25-04-2020,Uruguay,3472331,15834,563,12,369,9,182
25-04-2020,Equatorial Guinea,1396874,854,258,1,7,,250
25-04-2020,Georgia,3990035,9699,456,5,139,6,312
25-04-2020,San Marino,33923,1929,513,40,64,3,409
25-04-2020,Jordan,10191015,63737,444,7,332,5,105
25-04-2020,Venezuela,28445034,423592,323,10,132,3,181
25-04-2020,Malta,441407,27981,448,4,249,2,195
25-04-2020,Channel Islands,173672,3320,525,35,332,,158
25-04-2020,Haiti,11385726,719,72,6,6,,60
25-04-2020,Jamaica,2959659,2518,288,7,28,,253
25-04-2020,Chad,16364523,,46,,15,,31
25-04-2020,Sierra Leone,7956645,,82,2,10,,70
25-04-2020,Tanzania,59512999,,299,10,48,7,241
25-04-2020,Réunion,894557,,417,,300,2,117
25-04-2020,Taiwan,23811805,59840,429,6,275,,148
25-04-2020,Congo,5500730,,200,6,19,,175
25-04-2020,Palestine,5086351,27000,342,2,92,,248
25-04-2020,Nepal,29071791,49336,49,,12,,37
25-04-2020,Ethiopia,114599417,12688,122,3,29,,90
25-04-2020,Benin,12082333,,54,1,27,,26
25-04-2020,Isle of Man,84980,2796,308,18,243,22,47
25-04-2020,Mauritius,1271525,13374,331,9,295,3,27
25-04-2020,Togo,8254058,5584,96,6,62,,28
25-04-2020,Cabo Verde,555261,791,90,1,1,,88
25-04-2020,CAR,4819377,,16,,10,,6
25-04-2020,Montenegro,628057,5085,320,6,153,7,161
25-04-2020,Vietnam,97234232,206253,270,,225,8,45
25-04-2020,Madagascar,27599599,2357,123,,62,1,61
25-04-2020,Rwanda,12911155,6959,183,,88,,95
25-04-2020,South Sudan,11177895,,5,,,,5
25-04-2020,Uganda,45550580,20329,75,,46,,29
25-04-2020,Sao Tome and Principe,218653,19,4,,,,4
25-04-2020,Liberia,5042565,,120,11,25,,84
25-04-2020,French Guiana,297687,,111,1,87,,23
25-04-2020,Eswatini,1158724,714,56,1,10,,45
25-04-2020,Martinique,375298,,175,14,77,7,84
25-04-2020,Myanmar,54366792,6256,144,5,10,,129
25-04-2020,Faeroe Islands,48841,6548,187,,178,,9
25-04-2020,Guadeloupe,400116,,149,12,82,11,55
25-04-2020,Gibraltar,33692,2174,136,,131,,5
25-04-2020,Mozambique,31141818,1575,70,,12,,58
25-04-2020,Brunei,436979,12886,138,1,121,2,16
25-04-2020,Mongolia,3271795,7292,37,,9,,28
25-04-2020,Yemen,29742981,120,1,,1,,0
25-04-2020,Bermuda,62304,1173,109,5,39,10,65
25-04-2020,Guyana,786108,375,73,7,12,5,54
25-04-2020,Cambodia,16690788,5768,122,,117,1,5
25-04-2020,Trinidad and Tobago,1398962,1510,115,8,53,,54
25-04-2020,Aruba,106713,1577,100,2,69,4,29
25-04-2020,Monaco,39209,,94,4,42,1,48
25-04-2020,Bahamas,392795,,78,11,15,1,52
25-04-2020,Cayman Islands,65629,940,70,1,8,3,61
25-04-2020,Barbados,287335,1327,79,6,31,4,42
25-04-2020,Liechtenstein,38115,900,81,1,55,,25
25-04-2020,Mauritania,4633922,1032,7,1,6,,0
25-04-2020,Sint Maarten,42817,266,73,12,22,8,39
25-04-2020,Malawi,19066433,617,33,3,4,1,26
25-04-2020,Libya,6859926,1461,61,2,18,,41
25-04-2020,French Polynesia,280717,2069,57,,41,1,16
25-04-2020,Syria,17446406,,42,3,11,,28
25-04-2020,Angola,32731783,,25,2,6,,17
25-04-2020,Zimbabwe,14836491,5450,31,4,2,,25
25-04-2020,Macao,648258,,45,,27,1,18
25-04-2020,Burundi,11844472,284,11,1,4,,6
25-04-2020,Saint Martin,38585,,38,3,24,3,11
25-04-2020,Eritrea,3540444,,39,,13,,26
25-04-2020,Nicaragua,6615040,,12,3,7,,2
25-04-2020,Antigua and Barbuda,97833,113,24,3,11,1,10
25-04-2020,Botswana,2345678,5023,22,1,,,21
25-04-2020,Gambia,2407856,401,10,1,8,,1
25-04-2020,Timor-Leste,1315315,322,24,,2,,22
25-04-2020,Grenada,112462,175,18,,7,4,11
25-04-2020,Bhutan,770586,8953,7,,3,,4
25-04-2020,Laos,7262665,1661,19,,7,,12
25-04-2020,Belize,396732,816,18,2,5,1,11
25-04-2020,Fiji,895677,900,18,,10,,8
25-04-2020,New Caledonia,285170,3952,18,,17,1,1
25-04-2020,Saint Lucia,183529,364,15,,15,,0
25-04-2020,St. Vincent Grenadines,110899,108,14,,5,,9
25-04-2020,Curaçao,164015,304,16,1,11,,4
25-04-2020,Dominica,71965,383,16,,10,,6
25-04-2020,Namibia,2535193,675,16,,7,,9
25-04-2020,Saint Kitts and Nevis,53155,260,15,,2,,13
25-04-2020,Falkland Islands,3467,353,13,,11,,2
25-04-2020,Turks and Caicos,38653,83,11,1,4,,6
25-04-2020,Vatican City,801,,9,,2,,7
25-04-2020,Comoros,867268,,,,,,
25-04-2020,Montserrat,4992,36,11,1,2,1,8
25-04-2020,Suriname,586006,404,10,1,7,,2
25-04-2020,Greenland,56759,1200,11,,11,,0
25-04-2020,Seychelles,98275,,11,,6,,5
25-04-2020,British Virgin Islands,30207,,6,1,3,,2
25-04-2020,Papua New Guinea,8925907,604,8,,,,8
25-04-2020,Caribbean Netherlands,26194,110,5,,,,5
25-04-2020,St. Barth,9874,,6,,6,,0
25-04-2020,Western Sahara,595462,,6,,5,,1
25-04-2020,Anguilla,14987,,3,,1,,2
25-04-2020,Lesotho,2140235,,,,,,
25-04-2020,Saint Pierre Miquelon,5797,,1,,,,1
26-04-2020,USA,330774664,5470464,987160,55413,118781,15143,812966
26-04-2020,Russia,145927292,2877699,80949,747,6767,2300,73435
26-04-2020,Spain,46752703,1199548,226629,23190,117727,7764,85712
26-04-2020,Brazil,212380932,291922,62859,4271,30152,8318,28436
26-04-2020,UK,67844241,669850,152840,20732,,1559,131764
26-04-2020,Italy,60471924,1757659,197675,26644,64928,2009,106103
26-04-2020,France,65256826,463662,162100,22856,44903,4682,94341
26-04-2020,Germany,83752855,2072669,157770,5976,112000,2570,39794
26-04-2020,Turkey,84230075,898742,110130,2805,29140,1776,78185
26-04-2020,Iran,83862642,421313,90481,5710,69657,3079,15114
26-04-2020,India,1378381772,625309,27890,881,6523,,20486
26-04-2020,Peru,32915899,232747,27517,728,8088,554,18701
26-04-2020,China,1439323776,,82827,4632,77394,51,801
